gene_symbol,Inpp1
mouse_life_stage,Early adult
parameter_name,Cue Baseline % Freezing Time
pvalue,0.7932545
gene_accession_id,MGI:104848
analysis_id,00tq00zzl0z7606
parameter_id,HRWLLA_FEA_015_001
mouse_strain,129SV
