mouse_strain,129SV
analysis_id,t81gacnko078ja8
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
pvalue,0.6871529
parameter_id,IMPC_DXA_003_001
gene_symbol,Ddx27
parameter_name,Lean mass
