gene_symbol,Orc2
mouse_life_stage,E9.5
analysis_id,674555t59x122mb
mouse_strain,C57BL
pvalue,0.3696698
parameter_id,IMPC_EYE_027_001
parameter_name,Persistence of hyaloid vascular system
gene_accession_id,MGI:1328306
