gene_symbol,Eprs1
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,MGP_IMM_067_001
gene_accession_id,MGI:97838
pvalue,0.3944975
analysis_id,56xz359g489i0yf
parameter_name,CD11b-low cDC - % of cDC
