gene_symbol,Bcs1l
mouse_strain,C57BL
parameter_id,M-G-P_025_001_030
analysis_id,g0mfafc300mb5r8
mouse_life_stage,E9.5
gene_accession_id,MGI:1914071
parameter_name,Magnesium
pvalue,0.2336871
