gene_symbol,Tbl1xr1
parameter_id,IMPC_ACS_006_001
gene_accession_id,MGI:2441730
mouse_life_stage,Early adult
analysis_id,rl485l8e9pky773
mouse_strain,C57BL
pvalue,0.562726
parameter_name,Response amplitude - S
