parameter_name,Startle response
mouse_strain,129SV
analysis_id,x72let8t8dj33i5
mouse_life_stage,Early adult
gene_symbol,Bpifa3
parameter_id,IMPC_CSD_036_001
gene_accession_id,MGI:1920638
pvalue,0.08763933
