gene_symbol,Jun
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,3xw134q843g263r
gene_accession_id,MGI:96646
parameter_name,Response amplitude - S
parameter_id,IMPC_ACS_006_001
pvalue,1.425896
