parameter_id,IMPC_DXA_002_001
analysis_id,02dlhdsqrq8n5js
parameter_name,Fat mass
gene_accession_id,MGI:2673000
pvalue,0.7842869
gene_symbol,Trim46
mouse_life_stage,Early adult
mouse_strain,C57BL
