parameter_id,IMPC_GEL_017_002
mouse_life_stage,Early adult
pvalue,0.7076662
analysis_id,n714ke3jy99648p
parameter_name,Pale yolk sac
gene_accession_id,MGI:1274787
mouse_strain,C57BL
gene_symbol,Trdmt1
