parameter_id,IMPC_CBC_005_001
mouse_life_stage,Late adult
pvalue,1.304673
gene_accession_id,MGI:2140475
parameter_name,Creatinine
mouse_strain,C57BL
gene_symbol,AU040320
analysis_id,1ia67jrew58055i
