gene_symbol,Jun
pvalue,0.6287069
analysis_id,m7jra25349009z7
parameter_name,Breath rate during sleep mean
mouse_life_stage,E15.5
parameter_id,JAX_SLW_013_001
mouse_strain,C57BL
gene_accession_id,MGI:96646
