parameter_id,IMPC_FEA_107_001
gene_symbol,Bmi1
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
analysis_id,6i77smz928t423n
pvalue,0.3687342
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:88174
