parameter_name,Whole arena average speed
pvalue,0.4510235
mouse_strain,129SV
gene_symbol,Nipal3
parameter_id,JAX_OFD_009_001
gene_accession_id,MGI:1921802
analysis_id,307n1ee7v327v8a
mouse_life_stage,Early adult
