parameter_id,M-G-P_008_001_013
parameter_name,Startle Response
analysis_id,wqj51i3rol7h52o
mouse_life_stage,Early adult
gene_accession_id,MGI:3026886
mouse_strain,C57BL
gene_symbol,Cdin1
pvalue,0.5877615
