mouse_life_stage,Early adult
analysis_id,qu2t18s139dhkv3
gene_symbol,Trp53rkb
mouse_strain,C57BL
parameter_id,IMPC_ABR_008_001
gene_accession_id,MGI:1914050
pvalue,0.9718668
parameter_name,18kHz-evoked ABR Threshold
