mouse_life_stage,Late adult
gene_symbol,Slc30a4
parameter_id,IMPC_HEM_004_001
analysis_id,k25549rqr4x715m
pvalue,0.2503718
parameter_name,Hematocrit
mouse_strain,C57BL
gene_accession_id,MGI:1345282
