gene_symbol,Sass6
gene_accession_id,MGI:1920026
mouse_strain,C57BL
pvalue,0.178663
mouse_life_stage,Early adult
parameter_name,Total NK cells - % of CD45+
parameter_id,MGP_IMM_033_001
analysis_id,8n4xefm7yy3w593
