gene_symbol,Tiprl
parameter_name,Startle response
parameter_id,HMGULA_SHI_009_001
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,2x29x1d80c22ad3
pvalue,0.1114996
gene_accession_id,MGI:1915087
