mouse_life_stage,Late adult
parameter_name,Resting CD8+ T cells - % of CD8+
mouse_strain,C57BL
analysis_id,5y48i0pj1khm332
gene_symbol,Tbl1xr1
parameter_id,MGP_IMM_015_001
pvalue,0.9068876
gene_accession_id,MGI:2441730
