parameter_id,JAXLA_DXA_009_001
mouse_strain,C3H
parameter_name,Fat/Body weight
pvalue,0.8979937
mouse_life_stage,Early adult
gene_symbol,Mecom
analysis_id,77862k0y5wwa98k
gene_accession_id,MGI:95457
