mouse_life_stage,E15.5
parameter_id,IMPC_CSD_008_001
gene_accession_id,MGI:95457
pvalue,0.3609484
analysis_id,5bg7l5ia0j63jjg
mouse_strain,C57BL
parameter_name,Coat - color pattern - back
gene_symbol,Mecom
