parameter_id,IMPC_GEP_076_001
parameter_name,Cleft palate
gene_symbol,Nemp2
mouse_strain,C57BL
pvalue,0.2060685
mouse_life_stage,Early adult
gene_accession_id,MGI:2444113
analysis_id,v55dcy5vm8n1fp7
