gene_symbol,AU040320
parameter_name,Thoracic processes
pvalue,0.9791863
parameter_id,IMPC_XRY_064_001
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
analysis_id,3kjc4b275074g40
gene_accession_id,MGI:2140475
