gene_symbol,Ola1
parameter_id,HRWLLA_CSD_008_001
parameter_name,Coat - color pattern - back
mouse_strain,C57BL
gene_accession_id,MGI:1914309
pvalue,0.7445568
analysis_id,1hdnn4qy5a4s23a
mouse_life_stage,Early adult
