mouse_life_stage,Late adult
parameter_id,ESLIM_001_001_117
parameter_name,eye size
pvalue,0.5166209
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
analysis_id,yokx80rl3gjz61j
mouse_strain,C57BL
