parameter_id,IMPC_LDT_006_001
pvalue,0.6971654
mouse_strain,C57BL
analysis_id,loyy04t1w149cyk
mouse_life_stage,Late adult
parameter_name,Latency to first transition into dark
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
