parameter_id,MGP_BMI_019_001
analysis_id,7764ds52hmotc46
gene_symbol,AU040320
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,T cells - % of CD45+
gene_accession_id,MGI:2140475
pvalue,0.5750818
