parameter_name,HDL-cholesterol
analysis_id,9ujawr777bddu47
pvalue,0.8798083
gene_symbol,Inpp1
parameter_id,HMGULA_CBC_016_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:104848
