mouse_life_stage,Early adult
gene_accession_id,MGI:2446186
parameter_id,IMPC_XRY_024_001
pvalue,0.8690573
mouse_strain,C57BL
parameter_name,Femur
gene_symbol,Lpgat1
analysis_id,31u369s0rthxqc1
