gene_symbol,Snrpb2
parameter_id,IMPC_ABR_012_001
parameter_name,30kHz-evoked ABR Threshold
gene_accession_id,MGI:104805
mouse_life_stage,Early adult
analysis_id,x77hk113351x09o
mouse_strain,C57BL
pvalue,0.5894398
