parameter_id,IMPC_OFD_010_001
gene_accession_id,MGI:109356
pvalue,0.8741807
gene_symbol,Snap23
mouse_strain,C57BL
analysis_id,06452a1t46os311
mouse_life_stage,Middle aged adult
parameter_name,Periphery distance travelled
