parameter_id,IMPC_XRY_027_001
parameter_name,Joints
gene_accession_id,MGI:3522699
mouse_life_stage,Early adult
gene_symbol,Trpa1
mouse_strain,C57BL
pvalue,0.7020019
analysis_id,v2q0r1849dkfb0b
