parameter_id,MGP_MLN_032_001
mouse_strain,C57BL
gene_accession_id,MGI:1914561
gene_symbol,Nanp
parameter_name,Effector NK cells - % of NK cells
analysis_id,817id915d0x9907
pvalue,0.1828376
mouse_life_stage,Early adult
