parameter_id,IMPC_OFD_018_001
gene_symbol,Ncaph
analysis_id,5sm2f31xw6245nx
mouse_life_stage,Early adult
gene_accession_id,MGI:2444777
pvalue,0.2710272
mouse_strain,C57BL
parameter_name,Latency to center entry
