gene_symbol,Hpca
mouse_strain,C57BL
mouse_life_stage,Late adult
gene_accession_id,MGI:1336200
pvalue,0.2768009
analysis_id,499pipgrhg9x65r
parameter_name,Iris/Pupil
parameter_id,IMPC_EYE_010_001
