gene_symbol,Mecom
gene_accession_id,MGI:95457
pvalue,0.8046271
parameter_id,HMGULA_CBC_003_001
mouse_strain,C3H
analysis_id,151kmm09zueo3em
parameter_name,Chloride
mouse_life_stage,Early adult
