gene_symbol,Tnfsf10
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.126952
analysis_id,mfuv6f696240xc8
parameter_id,IMPC_HEM_002_001
parameter_name,Red blood cell count
gene_accession_id,MGI:107414
