parameter_name,Periphery resting time
gene_accession_id,MGI:2140475
gene_symbol,AU040320
parameter_id,IMPC_OFD_011_001
mouse_strain,C57BL
analysis_id,qazvg90ra8r223f
mouse_life_stage,Middle aged adult
pvalue,1.340184
