parameter_name,HDL-cholesterol
gene_symbol,Snrpb2
gene_accession_id,MGI:104805
parameter_id,IMPC_CBC_016_001
pvalue,0.403705
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,7230fnt22b50iat
