parameter_name,Retina (combined)
gene_symbol,Nanp
analysis_id,up5r5z47pep877r
parameter_id,IMPC_EYE_092_002
pvalue,0.6545302
gene_accession_id,MGI:1914561
mouse_life_stage,E18.5
mouse_strain,C57BL
