parameter_name,Lens Opacity
pvalue,0.7643436
gene_symbol,Eprs1
analysis_id,13r0khd6278c7b6
mouse_life_stage,Early adult
parameter_id,UCDLA_EYE_017_001
gene_accession_id,MGI:97838
mouse_strain,C57BL
