parameter_id,HMGULA_CBC_005_001
pvalue,0.8268117
mouse_life_stage,Early adult
gene_symbol,Nanp
analysis_id,775r7590670z699
parameter_name,Creatinine
gene_accession_id,MGI:1914561
mouse_strain,C57BL
