parameter_id,IMPC_GEL_027_001
mouse_strain,C3H
gene_accession_id,MGI:95457
pvalue,0.9439776
parameter_name,Neural tube closure
mouse_life_stage,Early adult
gene_symbol,Mecom
analysis_id,8363cs1h2fnd3cs
