gene_symbol,Pex19
mouse_strain,C57BL
analysis_id,a3715r71n165g93
gene_accession_id,MGI:1334458
pvalue,0.8511369
parameter_id,ESLIM_016_001_002
parameter_name,Red blood cell count
mouse_life_stage,E18.5
