gene_symbol,Mms22l
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_021_001
pvalue,0.328858
gene_accession_id,MGI:2684980
mouse_strain,C57BL
parameter_name,Hindlimbs - shape
analysis_id,j507l47lp9m1m1l
