gene_symbol,Dmap1
parameter_name,Embryo turning
mouse_strain,C57BL
analysis_id,c69j635yfl262d6
pvalue,0.4561192
mouse_life_stage,E9.5
parameter_id,IMPC_GEL_011_001
gene_accession_id,MGI:1913483
