gene_symbol,Lrrc69
mouse_life_stage,Early adult
gene_accession_id,MGI:1920564
pvalue,0.5741429
mouse_strain,C57BL
parameter_name,RR
parameter_id,IMPC_ECG_004_001
analysis_id,w2y63rq66162202
