parameter_name,Vitreous
mouse_strain,C57BL
gene_symbol,Steap3
gene_accession_id,MGI:1915678
pvalue,0.9850886
mouse_life_stage,Early adult
analysis_id,962ar35zcu1eu86
parameter_id,UCDLA_EYE_083_001
