parameter_id,MGP_IMM_073_001
gene_accession_id,MGI:95835
analysis_id,686kpl21z2r4gh5
parameter_name,Effector CD4+ T helper cells - % of CD45+
gene_symbol,Hspa5
mouse_strain,C57BL
pvalue,0.2165883
mouse_life_stage,Early adult
