parameter_id,IMPC_GEO_048_002
analysis_id,p5so6nc52339i9d
gene_symbol,Tnni1
mouse_strain,C57BL
gene_accession_id,MGI:105073
pvalue,0.3545481
mouse_life_stage,Early adult
parameter_name,Anophthalmia
