gene_symbol,Hpca
gene_accession_id,MGI:1336200
mouse_strain,C57BL
pvalue,0.5736063
parameter_id,JAXLA_CSD_077_001
mouse_life_stage,Middle aged adult
parameter_name,Contact righting
analysis_id,kc284wu857i6tz4
