gene_symbol,Zmynd8
analysis_id,hmk68d4pn23z198
gene_accession_id,MGI:1918025
pvalue,0.7488095
mouse_life_stage,Early adult
parameter_name,Follicular B cells - % of B2 cells
mouse_strain,129SV
parameter_id,MGP_IMM_048_001
