parameter_id,IMPC_EYE_059_001
gene_symbol,Rnf114
mouse_life_stage,Early adult
analysis_id,r2g785c4y1l1kmx
pvalue,0.6044407
gene_accession_id,MGI:1933159
mouse_strain,C57BL
parameter_name,Mean right eye lens density
