parameter_name,Body Weight
gene_symbol,Pum1
analysis_id,o45b2nz225s8w26
mouse_strain,C57BL
pvalue,0.595963
gene_accession_id,MGI:1931749
mouse_life_stage,Early adult
parameter_id,M-G-P_020_001_001
