parameter_id,IMPC_ABR_002_001
analysis_id,s34a1e0m16ouut4
mouse_life_stage,Early adult
gene_symbol,Bpifa3
parameter_name,Click-evoked ABR threshold
mouse_strain,C57BL
pvalue,0.3770172
gene_accession_id,MGI:1920638
