gene_symbol,Hspa5
pvalue,0.1884266
parameter_name,% Pre-pulse inhibition - PPI4
analysis_id,87369w38qghi6no
mouse_strain,C57BL
gene_accession_id,MGI:95835
parameter_id,IMPC_ACS_036_001
mouse_life_stage,E12.5
