gene_symbol,Ssr2
parameter_name,Mean corpuscular hemoglobin
mouse_strain,C57BL
parameter_id,IMPC_HEM_006_001
gene_accession_id,MGI:1913506
pvalue,0.3326969
mouse_life_stage,Early adult
analysis_id,3a92e2zaf95gm78
