gene_symbol,Nanp
mouse_life_stage,Early adult
pvalue,0.4366966
mouse_strain,C57BL
gene_accession_id,MGI:1914561
analysis_id,9kbssv3ic04fm7l
parameter_name,Click-evoked ABR threshold
parameter_id,IMPC_ABR_002_001
