parameter_name,Distance travelled - total
pvalue,0.1662275
analysis_id,thsqa80a54138mf
mouse_life_stage,Early adult
gene_accession_id,MGI:2444114
parameter_id,JAX_OFD_020_001
mouse_strain,C57BL
gene_symbol,Zcchc2
