gene_accession_id,MGI:3616086
gene_symbol,Kcng1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_PBI_009_001
pvalue,0.9716516
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
analysis_id,35ke391r5156a1b
