gene_symbol,Dnajc8
parameter_name,Click-evoked ABR threshold
mouse_life_stage,Early adult
analysis_id,deb70n8mahd82kj
pvalue,0.9511575
parameter_id,IMPC_ABR_002_001
gene_accession_id,MGI:1915848
mouse_strain,C57BL
