parameter_id,JAXLA_CSD_041_002
analysis_id,ut10qa19827ypjp
parameter_name,Hindpaw - size
gene_symbol,Hspa5
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:95835
pvalue,0.6142922
