parameter_id,IMPC_ACS_033_001
pvalue,0.1933613
mouse_life_stage,Early adult
gene_symbol,Atg4c
gene_accession_id,MGI:2651854
analysis_id,8av3hkp3jw58c34
mouse_strain,C57BL
parameter_name,% Pre-pulse inhibition - PPI1
